generation,trial,p,propertyType,property
12,44,0.55,c,1.0
12,44,0.55,e,1.0
11,44,0.55,b,0.0
11,44,0.55,a,1.0
11,44,0.55,s,1.0
11,44,0.55,c,1.0
11,44,0.55,e,1.0
10,44,0.55,b,0.0
10,44,0.55,a,1.0
10,44,0.55,s,1.0
10,44,0.55,c,1.0
10,44,0.55,e,1.0
9,44,0.55,b,0.0
9,44,0.55,a,1.0
9,44,0.55,s,0.9970703125
9,44,0.55,c,1.0
9,44,0.55,e,1.0
8,44,0.55,b,0.0
8,44,0.55,a,0.9970703125
8,44,0.55,s,0.9970703125
8,44,0.55,c,0.9941383093120348
8,44,0.55,e,0.9970455720511116
7,44,0.55,b,0.0
7,44,0.55,a,1.0
7,44,0.55,s,0.998046875
7,44,0.55,c,1.0
7,44,0.55,e,1.0
6,44,0.55,b,0.0
6,44,0.55,a,0.998046875
6,44,0.55,s,0.9951171875
6,44,0.55,c,1.0
6,44,0.55,e,0.9980303813674077
5,44,0.55,b,0.0
5,44,0.55,a,0.9970703125
5,44,0.55,s,0.9970703125
5,44,0.55,c,0.9976956909337756
5,44,0.55,e,0.9970455720511116
4,44,0.55,b,0.0
4,44,0.55,a,1.0
4,44,0.55,s,0.98046875
4,44,0.55,c,1.0
4,44,0.55,e,1.0
3,44,0.55,b,0.0
3,44,0.55,a,0.98046875
3,44,0.55,s,0.794921875
3,44,0.55,c,0.9720809178601528
3,44,0.55,e,0.9803038136740774
2,44,0.55,b,0.0009765625
2,44,0.55,a,0.7861328125
2,44,0.55,s,0.4580078125
2,44,0.55,c,0.7725314598271174
2,44,0.55,e,0.7961444715267006
1,44,0.55,b,0.412109375
1,44,0.55,a,0.587890625
1,44,0.55,s,1.0
1,44,0.55,c,0.3220338983050848
1,44,0.55,e,0.012236255754979443
20,43,0.55,b,0.03125
20,43,0.55,a,0.0
20,43,0.55,s,0.990234375
20,43,0.55,c,0.9916667782477125
20,43,0.55,e,0.992121525469631
19,43,0.55,b,0.03125
19,43,0.55,a,0.0
19,43,0.55,s,0.984375
19,43,0.55,c,0.9976956909337756
19,43,0.55,e,0.9980303813674077
18,43,0.55,b,0.03125
18,43,0.55,a,0.0
18,43,0.55,s,0.982421875
18,43,0.55,c,0.979854135645973
18,43,0.55,e,0.9862126695718542
17,43,0.55,b,0.03125
17,43,0.55,a,0.0
17,43,0.55,s,0.6767578125
17,43,0.55,c,0.9953913818675515
17,43,0.55,e,0.9960607627348155
16,43,0.55,b,0.0205078125
16,43,0.55,a,0.0
16,43,0.55,s,0.67578125
16,43,0.55,c,0.7476907778621434
16,43,0.55,e,0.7153901075904178
15,43,0.55,b,0.03125
15,43,0.55,a,0.0
15,43,0.55,s,0.998046875
15,43,0.55,c,0.9976956909337756
15,43,0.55,e,0.9980303813674077
14,43,0.55,b,0.03125
14,43,0.55,a,0.0
14,43,0.55,s,0.998046875
14,43,0.55,c,1.0
14,43,0.55,e,1.0
13,43,0.55,b,0.03125
13,43,0.55,a,0.0
13,43,0.55,s,0.9970703125
13,43,0.55,c,0.9976956909337756
13,43,0.55,e,0.9980303813674077
12,43,0.55,b,0.03125
12,43,0.55,a,0.0
12,43,0.55,s,0.9990234375
12,43,0.55,c,0.9976956909337756
12,43,0.55,e,0.9990151906837038
11,43,0.55,b,0.03125
11,43,0.55,a,0.0
11,43,0.55,s,0.998046875
11,43,0.55,c,1.0
11,43,0.55,e,1.0
10,43,0.55,b,0.03125
10,43,0.55,a,0.0
10,43,0.55,s,0.998046875
10,43,0.55,c,1.0
10,43,0.55,e,0.9980303813674077
9,43,0.55,b,0.03125
9,43,0.55,a,0.0
9,43,0.55,s,0.986328125
9,43,0.55,c,1.0
9,43,0.55,e,1.0
8,43,0.55,b,0.029296875
8,43,0.55,a,0.0
8,43,0.55,s,0.6787109375
8,43,0.55,c,0.9795603661455488
8,43,0.55,e,0.9862126695718542
7,43,0.55,b,0.017578125
7,43,0.55,a,0.0
7,43,0.55,s,0.6513671875
7,43,0.55,c,0.9246835518971903
7,43,0.55,e,0.7134204889578255
6,43,0.55,b,0.03125
6,43,0.55,a,0.0
6,43,0.55,s,0.728515625
6,43,0.55,c,0.9560218322805075
6,43,0.55,e,0.9675012925622276
5,43,0.55,b,0.029296875
5,43,0.55,a,0.0
5,43,0.55,s,0.494140625
5,43,0.55,c,0.8134220233622422
5,43,0.55,e,0.7774330945170741
4,43,0.55,b,0.0361328125
4,43,0.55,a,0.0
4,43,0.55,s,0.5234375
4,43,0.55,c,0.7050068047067969
4,43,0.55,e,0.7360711032326366
3,43,0.55,b,0.041015625
3,43,0.55,a,0.0
3,43,0.55,s,0.25
3,43,0.55,c,0.753244725722333
3,43,0.55,e,0.6001674175837703
2,43,0.55,b,0.0302734375
2,43,0.55,a,0.00390625
2,43,0.55,s,0.013671875
2,43,0.55,c,0.5085852077000081
2,43,0.55,e,0.44653716424157375
1,43,0.55,b,0.455078125
1,43,0.55,a,0.544921875
1,43,0.55,s,1.0
1,43,0.55,c,0.09604519774011293
1,43,0.55,e,-0.0005662653568702753
20,42,0.55,b,0.0009765625
20,42,0.55,a,0.0009765625
20,42,0.55,s,0.6650390625
20,42,0.55,c,0.830917843310715
20,42,0.55,e,0.6809217815200531
19,42,0.55,b,0.0
19,42,0.55,a,0.0
19,42,0.55,s,0.9912109375
