generation,trial,p,propertyType,property
20,10,1.0,b,0.0
20,10,1.0,a,0.9256362915039062
20,10,1.0,s,0.7547378540039062
20,10,1.0,c,0.9625997604361891
20,10,1.0,e,0.9281119570415524
19,10,1.0,b,9.5367431640625e-7
19,10,1.0,a,0.8168144226074219
19,10,1.0,s,0.6735086441040039
19,10,1.0,c,0.8999222170005063
19,10,1.0,e,0.8292821147562013
18,10,1.0,b,0.0
18,10,1.0,a,0.8174982070922852
18,10,1.0,s,0.6198806762695312
18,10,1.0,c,0.8945483064734938
18,10,1.0,e,0.8309476737132799
17,10,1.0,b,0.0
17,10,1.0,a,0.7395172119140625
17,10,1.0,s,0.5595283508300781
17,10,1.0,c,0.8954829477835713
17,10,1.0,e,0.7550197440519525
16,10,1.0,b,0.0
16,10,1.0,a,0.7530126571655273
16,10,1.0,s,0.5670709609985352
16,10,1.0,c,0.8968812974328648
16,10,1.0,e,0.7763791544803309
15,10,1.0,b,0.0
15,10,1.0,a,0.7489814758300781
15,10,1.0,s,0.6728734970092773
15,10,1.0,c,0.8871620675961035
15,10,1.0,e,0.7707471613058793
14,10,1.0,b,0.0
14,10,1.0,a,0.8930292129516602
14,10,1.0,s,0.5971927642822266
14,10,1.0,c,0.9460685876258358
14,10,1.0,e,0.8987862906850157
13,10,1.0,b,0.0
13,10,1.0,a,0.6646642684936523
13,10,1.0,s,0.6194982528686523
13,10,1.0,c,0.9145738784521718
13,10,1.0,e,0.7094276909049773
12,10,1.0,b,0.0
12,10,1.0,a,0.9340572357177734
12,10,1.0,s,0.8743743896484375
12,10,1.0,c,0.972871132038883
12,10,1.0,e,0.9353360566875757
11,10,1.0,b,0.0
11,10,1.0,a,0.9340000152587891
11,10,1.0,s,0.8857812881469727
11,10,1.0,c,0.9632200099115327
11,10,1.0,e,0.9356022027064904
10,10,1.0,b,9.5367431640625e-7
10,10,1.0,a,0.9476995468139648
10,10,1.0,s,0.6092462539672852
10,10,1.0,c,0.9754053527751628
10,10,1.0,e,0.9487625986812083
9,10,1.0,b,0.0
9,10,1.0,a,0.6402568817138672
9,10,1.0,s,0.5288906097412109
9,10,1.0,c,0.8408262306210058
9,10,1.0,e,0.6816531120995346
8,10,1.0,b,0.0
8,10,1.0,a,0.8254327774047852
8,10,1.0,s,0.29356956481933594
8,10,1.0,c,0.9415467595493429
8,10,1.0,e,0.8350075929122072
7,10,1.0,b,0.0
7,10,1.0,a,0.35044002532958984
7,10,1.0,s,0.34006500244140625
7,10,1.0,c,0.7004850566514601
7,10,1.0,e,0.4696701928549858
