1,1,0.5,s,1.0
1,1,0.5,a,0.5048828125
1,1,0.5,b,0.4951171875
2,1,0.5,s,0.1083984375
2,1,0.5,a,0.189453125
2,1,0.5,b,0.0107421875
3,1,0.5,s,0.330078125
3,1,0.5,a,0.2001953125
3,1,0.5,b,0.0009765625
4,1,0.5,s,0.44921875
4,1,0.5,a,0.2041015625
4,1,0.5,b,0.0
5,1,0.5,s,0.478515625
5,1,0.5,a,0.1259765625
5,1,0.5,b,0.0
6,1,0.5,s,0.55078125
6,1,0.5,a,0.146484375
6,1,0.5,b,0.0
7,1,0.5,s,0.6826171875
7,1,0.5,a,0.1298828125
7,1,0.5,b,0.0
8,1,0.5,s,0.7802734375
8,1,0.5,a,0.14453125
8,1,0.5,b,0.0
9,1,0.5,s,0.767578125
9,1,0.5,a,0.1826171875
9,1,0.5,b,0.0
10,1,0.5,s,0.83984375
10,1,0.5,a,0.189453125
10,1,0.5,b,0.0
11,1,0.5,s,0.8203125
11,1,0.5,a,0.1806640625
11,1,0.5,b,0.0
12,1,0.5,s,0.8203125
12,1,0.5,a,0.185546875
12,1,0.5,b,0.0
13,1,0.5,s,0.9052734375
13,1,0.5,a,0.1845703125
13,1,0.5,b,0.0
14,1,0.5,s,0.9013671875
14,1,0.5,a,0.2021484375
14,1,0.5,b,0.0
15,1,0.5,s,0.8994140625
15,1,0.5,a,0.2490234375
15,1,0.5,b,0.0
16,1,0.5,s,0.994140625
16,1,0.5,a,0.25
16,1,0.5,b,0.0
17,1,0.5,s,0.9970703125
17,1,0.5,a,0.25
17,1,0.5,b,0.0
18,1,0.5,s,0.9990234375
18,1,0.5,a,0.25
18,1,0.5,b,0.0
19,1,0.5,s,1.0
19,1,0.5,a,0.25
19,1,0.5,b,0.0
20,1,0.5,s,1.0
20,1,0.5,a,0.25
20,1,0.5,b,0.0
1,2,0.5,s,1.0
1,2,0.5,a,0.5380859375
1,2,0.5,b,0.4619140625
2,2,0.5,s,0.0361328125
2,2,0.5,a,0.0341796875
2,2,0.5,b,0.0224609375
3,2,0.5,s,0.208984375
3,2,0.5,a,0.0185546875
3,2,0.5,b,0.0205078125
4,2,0.5,s,0.333984375
4,2,0.5,a,0.021484375
4,2,0.5,b,0.0234375
5,2,0.5,s,0.380859375
5,2,0.5,a,0.0078125
5,2,0.5,b,0.0068359375
6,2,0.5,s,0.4365234375
6,2,0.5,a,0.0
6,2,0.5,b,0.0078125
7,2,0.5,s,0.4736328125
7,2,0.5,a,0.0068359375
7,2,0.5,b,0.0048828125
8,2,0.5,s,0.5791015625
8,2,0.5,a,0.001953125
8,2,0.5,b,0.0009765625
9,2,0.5,s,0.6748046875
9,2,0.5,a,0.0009765625
9,2,0.5,b,0.0009765625
10,2,0.5,s,0.7138671875
10,2,0.5,a,0.0
10,2,0.5,b,0.0009765625
11,2,0.5,s,0.64453125
11,2,0.5,a,0.0
11,2,0.5,b,0.0009765625
12,2,0.5,s,0.7529296875
12,2,0.5,a,0.0
12,2,0.5,b,0.0
13,2,0.5,s,0.7138671875
13,2,0.5,a,0.0
13,2,0.5,b,0.0
14,2,0.5,s,0.8017578125
14,2,0.5,a,0.0
14,2,0.5,b,0.0
15,2,0.5,s,0.8232421875
15,2,0.5,a,0.0
15,2,0.5,b,0.001953125
16,2,0.5,s,0.7939453125
16,2,0.5,a,0.0
16,2,0.5,b,0.0078125
17,2,0.5,s,0.8818359375
17,2,0.5,a,0.0
17,2,0.5,b,0.0009765625
18,2,0.5,s,0.884765625
18,2,0.5,a,0.0
18,2,0.5,b,0.0029296875
19,2,0.5,s,0.7822265625
19,2,0.5,a,0.0
19,2,0.5,b,0.0009765625
20,2,0.5,s,0.880859375
20,2,0.5,a,0.0
20,2,0.5,b,0.00390625
1,3,0.5,s,1.0
1,3,0.5,a,0.4736328125
1,3,0.5,b,0.5263671875
2,3,0.5,s,0.0
2,3,0.5,a,0.0
2,3,0.5,b,0.0
3,3,0.5,s,0.2236328125
3,3,0.5,a,0.0009765625
3,3,0.5,b,0.0
4,3,0.5,s,0.296875
4,3,0.5,a,0.001953125
4,3,0.5,b,0.0
5,3,0.5,s,0.431640625
5,3,0.5,a,0.0
5,3,0.5,b,0.0
6,3,0.5,s,0.4814453125
6,3,0.5,a,0.0009765625
6,3,0.5,b,0.0
7,3,0.5,s,0.4736328125
7,3,0.5,a,0.001953125
7,3,0.5,b,0.0
8,3,0.5,s,0.5556640625
8,3,0.5,a,0.0
8,3,0.5,b,0.0
9,3,0.5,s,0.630859375
9,3,0.5,a,0.0
9,3,0.5,b,0.0
10,3,0.5,s,0.5244140625
10,3,0.5,a,0.0
10,3,0.5,b,0.0
11,3,0.5,s,0.6005859375
11,3,0.5,a,0.0
11,3,0.5,b,0.0
12,3,0.5,s,0.7998046875
12,3,0.5,a,0.0
12,3,0.5,b,0.0
13,3,0.5,s,0.861328125
13,3,0.5,a,0.0
13,3,0.5,b,0.0
14,3,0.5,s,0.830078125
