generation,trial,p,propertyType,property
9,1,1.0,s,1.0
8,1,1.0,b,0.0
8,1,1.0,a,1.0
8,1,1.0,s,1.0
7,1,1.0,b,0.0
7,1,1.0,a,1.0
7,1,1.0,s,1.0
6,1,1.0,b,0.0
6,1,1.0,a,1.0
6,1,1.0,s,1.0
5,1,1.0,b,0.0
5,1,1.0,a,1.0
5,1,1.0,s,1.0
4,1,1.0,b,0.0
4,1,1.0,a,1.0
4,1,1.0,s,1.0
3,1,1.0,b,0.0
3,1,1.0,a,1.0
3,1,1.0,s,1.0
2,1,1.0,b,0.0
2,1,1.0,a,1.0
2,1,1.0,s,1.0
1,1,1.0,b,0.0
1,1,1.0,a,1.0
1,1,1.0,s,1.0
20,10,0.9,b,0.0
20,10,0.9,a,0.818359375
20,10,0.9,s,0.83203125
19,10,0.9,b,0.0
19,10,0.9,a,0.716796875
19,10,0.9,s,0.716796875
18,10,0.9,b,0.0
18,10,0.9,a,1.0
18,10,0.9,s,1.0
17,10,0.9,b,0.0
17,10,0.9,a,1.0
17,10,0.9,s,1.0
16,10,0.9,b,0.0
16,10,0.9,a,1.0
16,10,0.9,s,1.0
15,10,0.9,b,0.0
15,10,0.9,a,1.0
15,10,0.9,s,1.0
14,10,0.9,b,0.0
14,10,0.9,a,1.0
14,10,0.9,s,1.0
13,10,0.9,b,0.0
13,10,0.9,a,1.0
13,10,0.9,s,1.0
12,10,0.9,b,0.0
12,10,0.9,a,1.0
12,10,0.9,s,1.0
11,10,0.9,b,0.0
11,10,0.9,a,1.0
11,10,0.9,s,1.0
10,10,0.9,b,0.0
10,10,0.9,a,1.0
10,10,0.9,s,1.0
9,10,0.9,b,0.0
9,10,0.9,a,1.0
9,10,0.9,s,1.0
8,10,0.9,b,0.0
8,10,0.9,a,1.0
8,10,0.9,s,1.0
7,10,0.9,b,0.0
7,10,0.9,a,1.0
7,10,0.9,s,1.0
6,10,0.9,b,0.0
6,10,0.9,a,1.0
6,10,0.9,s,1.0
5,10,0.9,b,0.0
5,10,0.9,a,1.0
5,10,0.9,s,1.0
4,10,0.9,b,0.0
4,10,0.9,a,1.0
4,10,0.9,s,1.0
3,10,0.9,b,0.0
3,10,0.9,a,1.0
3,10,0.9,s,1.0
2,10,0.9,b,0.0
2,10,0.9,a,1.0
2,10,0.9,s,0.900390625
1,10,0.9,b,0.099609375
1,10,0.9,a,0.900390625
